Order ID,Customer ID,Customer Name,Gender,Age,Customer Segment,Email,Phone,City,State,Order Date,Delivery Date,Delivery Status,Delivery Partner,Return Reason,Product ID,Product Name,Size,Unit Price,Quantity,Total Amount,Discount Applied,Payment Method,Payment Status,Review Rating,Customer Lifetime Value
ORD11993,8055,Chatresh Sibal,Female,61,Online,dnadig@example.org,2408140628,Moradabad,Telangana,08-01-2025,12-01-2025,Pending,EcomExpress,,2,Bisleri Water Bottle 500ml,500ml,26,18,468,0.03,Debit Card,Failed,3.4,6421
ORD11994,7930,Yauvani Mann,Female,40,Retail,zwason@example.org,9.12097E+11,Ranchi,Delhi,04-03-2025,08-03-2025,Pending,EcomExpress,,2,Bisleri Water Bottle 500ml,500ml,26,18,468,0.24,Net Banking,Paid,3.6,4987
ORD11995,9123,Nidra Dar,Other,61,Online,lbanik@example.com,1197563080,Tadipatri,Maharashtra,23-02-2025,24-02-2025,Returned,Delhivery,Late Delivery,4,Bisleri Water Bottle 2L,2L,29,17,493,0.08,Debit Card,Failed,4.2,6226
ORD11996,3898,Jeremiah Sekhon,Female,18,Online,netrajoshi@example.org,2574484431,Bally,Gujarat,30-03-2025,09-04-2025,Delivered,Delhivery,,4,Bisleri Water Bottle 2L,2L,29,20,580,0.27,Net Banking,Pending,2.4,4707
ORD11997,8495,Matthew Bhatt,Female,26,Online,cpingle@example.org,975764837,Kota,Tamil Nadu,04-08-2024,07-08-2024,Pending,EcomExpress,,5,Bisleri Water Bottle 5L,5L,120,20,2400,0.02,Debit Card,Failed,2.2,6842
ORD11998,5342,Harinakshi Gera,Female,31,Online,dashtanay@example.org,9.14596E+11,Sirsa,Delhi,06-08-2024,12-08-2024,Returned,BlueDart,Late Delivery,4,Bisleri Water Bottle 2L,2L,29,6,174,0.05,Credit Card,Failed,4.8,10423
ORD11999,3502,Chaitaly Mane,Other,65,Wholesale,zaidpadmanabhan@example.org,4979688525,Khammam,Telangana,21-05-2025,26-05-2025,Delivered,BlueDart,,5,Bisleri Water Bottle 5L,5L,120,13,1560,0.23,Debit Card,Pending,4.5,8654
ORD12000,5717,Umang Tripathi,Male,26,Online,watikapillay@example.com,3419741307,Asansol,Maharashtra,19-07-2025,27-07-2025,Returned,BlueDart,Other,1,Bisleri Water Bottle 250ml,250ml,138,4,552,0.27,Net Banking,Pending,2.7,11177
ORD12001,1003,Manthan Sheth,Male,63,Retail,charunni@example.org,6939870178,Thane,Karnataka,29-03-2025,01-04-2025,Pending,BlueDart,,3,Bisleri Water Bottle 1L,1L,113,1,113,0.19,Net Banking,Failed,4.8,9497
ORD12002,5425,Ryan Bala,Other,64,Wholesale,dassyutika@example.org,9.13008E+11,Jalgaon,West Bengal,18-05-2025,22-05-2025,Returned,XpressBees,Customer Cancelled,3,Bisleri Water Bottle 1L,1L,113,6,678,0.1,Net Banking,Paid,2,4560
ORD12003,3930,Naksh Dani,Male,39,Wholesale,gaurav45@example.org,2691758307,Guwahati,Telangana,17-02-2025,25-02-2025,Returned,Delhivery,Customer Cancelled,2,Bisleri Water Bottle 500ml,500ml,26,5,130,0.22,Debit Card,Paid,3.7,6747
ORD12004,2526,Yahvi Bir,Other,62,Wholesale,aryan15@example.net,1056197616,Medininagar,West Bengal,06-10-2024,16-10-2024,Returned,XpressBees,Late Delivery,2,Bisleri Water Bottle 500ml,500ml,26,18,468,0.2,Net Banking,Failed,1.3,7754
ORD12005,1206,Isaac Solanki,Male,36,Retail,veermangal@example.net,9242912261,Kalyan-Dombivli,Maharashtra,12-09-2024,21-09-2024,Delivered,Ekart,,5,Bisleri Water Bottle 5L,5L,120,17,2040,0.18,Net Banking,Paid,3.8,20774
ORD12006,5441,Neel Kant,Female,52,Wholesale,nazarethaashi@example.net,9.14183E+11,Tumkur,Telangana,21-03-2025,26-03-2025,Delivered,Ekart,,5,Bisleri Water Bottle 5L,5L,120,16,1920,0,Debit Card,Failed,1.2,6649
ORD12007,7300,Matthew Babu,Female,34,Wholesale,deymatthew@example.org,8548136110,Hapur,Delhi,30-12-2024,31-12-2024,Returned,BlueDart,Other,4,Bisleri Water Bottle 2L,2L,29,18,522,0.02,Cash on Delivery,Pending,1,1402
ORD12008,5000,Vritti Kulkarni,Female,53,Wholesale,pdhillon@example.com,9.12818E+11,Thoothukudi,Gujarat,18-04-2025,28-04-2025,Returned,XpressBees,Late Delivery,2,Bisleri Water Bottle 500ml,500ml,26,4,104,0.02,Debit Card,Paid,1.3,4859
ORD12009,8366,Benjamin Mitra,Male,19,Retail,nimrat46@example.com,9.19154E+11,Amroha,Karnataka,09-10-2024,13-10-2024,Returned,BlueDart,Customer Cancelled,2,Bisleri Water Bottle 500ml,500ml,26,16,416,0.05,Net Banking,Paid,2.5,19175
ORD12010,1363,Faraj Kapadia,Other,31,Wholesale,harinakshinigam@example.com,9.12861E+11,Pondicherry,Maharashtra,04-09-2024,06-09-2024,Delivered,Delhivery,,3,Bisleri Water Bottle 1L,1L,113,4,452,0.22,UPI,Pending,2.2,15912
ORD12011,5976,Andrew Taneja,Female,61,Wholesale,abhiramrama@example.net,4629172804,Bhiwani,West Bengal,14-08-2024,15-08-2024,Returned,XpressBees,Customer Cancelled,4,Bisleri Water Bottle 2L,2L,29,4,116,0.07,Cash on Delivery,Failed,3.3,10456
ORD12012,3013,Xiti Sood,Other,36,Wholesale,vansha28@example.org,9.17881E+11,Jamshedpur,Rajasthan,18-08-2024,25-08-2024,Pending,XpressBees,,4,Bisleri Water Bottle 2L,2L,29,10,290,0.09,Credit Card,Paid,1.7,15015
ORD12013,6409,Chandresh Dewan,Male,38,Retail,surabrijesh@example.net,1672185908,Sultan Pur Majra,Rajasthan,11-10-2024,12-10-2024,Pending,BlueDart,,3,Bisleri Water Bottle 1L,1L,113,5,565,0.3,UPI,Pending,3,7035
ORD12014,5304,Luke Saran,Male,50,Retail,luckybhat@example.net,9.16977E+11,Bahraich,Gujarat,09-04-2025,12-04-2025,Delivered,Delhivery,,4,Bisleri Water Bottle 2L,2L,29,18,522,0.07,Cash on Delivery,Pending,3.6,18191
ORD12015,1732,Udyati Mangal,Female,37,Retail,wkrishnan@example.net,8569637906,Tenali,Karnataka,20-03-2025,23-03-2025,Returned,Ekart,Damaged Product,3,Bisleri Water Bottle 1L,1L,113,14,1582,0.02,Debit Card,Pending,3.8,8912
ORD12016,4074,Jatin Ramaswamy,Male,52,Wholesale,sridharvansha@example.net,8179715529,Salem,Madhya Pradesh,30-03-2025,09-04-2025,Pending,Ekart,,5,Bisleri Water Bottle 5L,5L,120,12,1440,0.22,UPI,Paid,1.5,6584
ORD12017,4742,Manya Dara,Male,52,Retail,rudradevan@example.net,9.10502E+11,Anantapur,Maharashtra,03-05-2025,05-05-2025,Returned,XpressBees,Customer Cancelled,5,Bisleri Water Bottle 5L,5L,120,6,720,0.01,Credit Card,Pending,3.2,5407
ORD12018,6194,Lavanya Mukherjee,Female,49,Retail,zinalmohan@example.net,3514237506,Thoothukudi,Delhi,28-04-2025,06-05-2025,Delivered,Ekart,,4,Bisleri Water Bottle 2L,2L,29,18,522,0,Credit Card,Failed,3.3,3105
ORD12019,4988,Ronith Madan,Other,28,Wholesale,ladchatura@example.com,6903725140,Tadepalligudem,Madhya Pradesh,08-10-2024,18-10-2024,Pending,XpressBees,,4,Bisleri Water Bottle 2L,2L,29,11,319,0.24,Net Banking,Pending,2.6,5348
ORD12020,5822,Charles Patla,Other,23,Retail,parikharjun@example.org,8600670186,Barasat,Tamil Nadu,01-11-2024,09-11-2024,Pending,BlueDart,,1,Bisleri Water Bottle 250ml,250ml,138,11,1518,0.06,Credit Card,Pending,1.3,13923
ORD12021,9948,Pooja Nori,Male,19,Online,advaithmittal@example.org,9.18673E+11,Ludhiana,Uttar Pradesh,02-06-2025,06-06-2025,Delivered,XpressBees,,4,Bisleri Water Bottle 2L,2L,29,2,58,0.22,Credit Card,Failed,4.6,17518
ORD12022,2169,Yachana Tank,Female,37,Online,qushisarin@example.net,5431135727,Jalandhar,Uttar Pradesh,12-01-2025,22-01-2025,Pending,Delhivery,,5,Bisleri Water Bottle 5L,5L,120,15,1800,0.3,Debit Card,Failed,4.3,4655
ORD12023,1457,Pratyush Rastogi,Male,47,Wholesale,vnaidu@example.org,3107365171,Amaravati,Gujarat,19-07-2025,22-07-2025,Delivered,EcomExpress,,4,Bisleri Water Bottle 2L,2L,29,10,290,0.04,Net Banking,Pending,1.3,19224
ORD12024,3874,Ishaan Ganguly,Male,29,Retail,auroraisaac@example.com,4965390928,Sri Ganganagar,West Bengal,30-08-2024,06-09-2024,Returned,Ekart,Customer Cancelled,3,Bisleri Water Bottle 1L,1L,113,12,1356,0,Cash on Delivery,Pending,2.3,20420
ORD12025,3504,Peter Kaul,Other,55,Retail,gshankar@example.org,8988124373,Ulhasnagar,Delhi,27-10-2024,28-10-2024,Pending,EcomExpress,,5,Bisleri Water Bottle 5L,5L,120,3,360,0.22,Credit Card,Failed,4.4,13183
ORD12026,7344,Sachi Mangat,Male,44,Retail,qnaidu@example.com,5979021885,Farrukhabad,Uttar Pradesh,14-12-2024,21-12-2024,Returned,XpressBees,Damaged Product,4,Bisleri Water Bottle 2L,2L,29,17,493,0.23,Credit Card,Paid,2,7542
ORD12027,5828,Krishna Kalita,Female,41,Wholesale,amruta12@example.org,3462759159,Gandhinagar,Maharashtra,11-02-2025,19-02-2025,Returned,XpressBees,Customer Cancelled,5,Bisleri Water Bottle 5L,5L,120,1,120,0.25,Net Banking,Failed,2.5,11395
ORD12028,7556,Abhimanyu Borde,Other,43,Retail,shravyanarayan@example.net,8525401748,Davanagere,Uttar Pradesh,29-09-2024,05-10-2024,Pending,EcomExpress,,4,Bisleri Water Bottle 2L,2L,29,16,464,0.08,Debit Card,Pending,3.3,15100
ORD12029,7231,Zilmil Dube,Other,31,Wholesale,csarin@example.org,3004794386,Ahmedabad,Uttar Pradesh,26-12-2024,30-12-2024,Delivered,Delhivery,,5,Bisleri Water Bottle 5L,5L,120,11,1320,0.24,Debit Card,Failed,2.2,17870
ORD12030,3897,Widisha Som,Female,34,Online,saniimaran@example.net,9991028403,Bihar Sharif,Uttar Pradesh,05-07-2025,11-07-2025,Delivered,Ekart,,1,Bisleri Water Bottle 250ml,250ml,138,19,2622,0.13,Cash on Delivery,Failed,4.2,13631
ORD12031,8896,Ubika Nadkarni,Female,57,Retail,vermawarda@example.com,9.11254E+11,Erode,Tamil Nadu,16-04-2025,21-04-2025,Delivered,XpressBees,,2,Bisleri Water Bottle 500ml,500ml,26,6,156,0.28,Net Banking,Failed,2.9,2424
ORD12032,1736,Yahvi Panchal,Female,19,Retail,dugarmaanav@example.com,9795186653,Madhyamgram,West Bengal,14-03-2025,18-03-2025,Delivered,Delhivery,,4,Bisleri Water Bottle 2L,2L,29,13,377,0.06,Debit Card,Paid,1.8,12611
ORD12033,7146,Gaurika Mohan,Other,31,Wholesale,tanay31@example.net,3414792596,Amravati,Tamil Nadu,05-06-2025,10-06-2025,Returned,XpressBees,Damaged Product,1,Bisleri Water Bottle 250ml,250ml,138,5,690,0.02,UPI,Pending,4.1,10655
ORD12034,5612,Nihal Lad,Other,33,Wholesale,raghavhora@example.net,9.10749E+11,Ghaziabad,Madhya Pradesh,03-05-2025,10-05-2025,Returned,Ekart,Other,4,Bisleri Water Bottle 2L,2L,29,13,377,0.19,Credit Card,Pending,2.4,1912
ORD12035,3187,Aarav Khare,Male,48,Retail,liam76@example.com,9.13176E+11,Korba,Madhya Pradesh,13-04-2025,16-04-2025,Delivered,Delhivery,,3,Bisleri Water Bottle 1L,1L,113,8,904,0.03,Cash on Delivery,Pending,1.6,3257
ORD12036,2807,Nimrat Bhalla,Other,57,Wholesale,sampathdalaja@example.net,3615251412,Parbhani,Madhya Pradesh,22-08-2024,01-09-2024,Delivered,BlueDart,,3,Bisleri Water Bottle 1L,1L,113,13,1469,0,Net Banking,Pending,3.7,20057
ORD12037,1148,Prisha Desai,Other,20,Wholesale,theodorekrishnamurthy@example.com,7721913770,Ongole,Delhi,21-03-2025,25-03-2025,Delivered,Delhivery,,4,Bisleri Water Bottle 2L,2L,29,13,377,0.27,Debit Card,Failed,3.2,6558
ORD12038,5717,Gauri Shan,Other,22,Online,anirudhchadha@example.org,6696114726,Akola,Delhi,15-05-2025,23-05-2025,Delivered,EcomExpress,,1,Bisleri Water Bottle 250ml,250ml,138,5,690,0.15,Debit Card,Pending,3.8,14223
ORD12039,1100,Aarush Venkatesh,Female,38,Wholesale,aishani32@example.com,2082537512,Tadepalligudem,Tamil Nadu,27-03-2025,06-04-2025,Delivered,Ekart,,2,Bisleri Water Bottle 500ml,500ml,26,1,26,0.05,Net Banking,Paid,2.9,13758
ORD12040,2646,Brijesh Nigam,Other,28,Retail,zayyan63@example.org,4855854527,Kota,Uttar Pradesh,24-08-2024,30-08-2024,Delivered,BlueDart,,3,Bisleri Water Bottle 1L,1L,113,14,1582,0.15,UPI,Pending,1.7,8528
ORD12041,5454,Veer Sundaram,Female,22,Online,shegde@example.org,8677400530,Erode,Delhi,21-11-2024,01-12-2024,Returned,EcomExpress,Customer Cancelled,2,Bisleri Water Bottle 500ml,500ml,26,9,234,0,Net Banking,Pending,2.4,11026
ORD12042,4121,Zehaan Dua,Other,60,Retail,ethan63@example.com,8870519086,Anantapuram,Telangana,14-06-2025,18-06-2025,Returned,BlueDart,Other,2,Bisleri Water Bottle 500ml,500ml,26,14,364,0.11,Net Banking,Pending,4.4,13776
ORD12043,5050,Tamanna Kala,Female,64,Retail,ubahl@example.org,9.1722E+11,Jalna,Delhi,11-08-2024,18-08-2024,Delivered,XpressBees,,4,Bisleri Water Bottle 2L,2L,29,7,203,0.25,Cash on Delivery,Failed,3.5,5884
ORD12044,5030,Ekantika Hegde,Other,20,Retail,ngokhale@example.net,8039354234,Pune,Gujarat,07-01-2025,12-01-2025,Pending,Delhivery,,1,Bisleri Water Bottle 250ml,250ml,138,10,1380,0.09,UPI,Failed,3,3916
ORD12045,7793,Barkha Kuruvilla,Female,18,Wholesale,yahvi94@example.net,8916429923,Howrah,Uttar Pradesh,29-10-2024,31-10-2024,Delivered,XpressBees,,3,Bisleri Water Bottle 1L,1L,113,19,2147,0.04,Net Banking,Failed,3.8,19857
ORD12046,2809,Vidhi Nigam,Female,54,Online,mayasaha@example.net,9.1352E+11,Jehanabad,Gujarat,20-12-2024,30-12-2024,Returned,EcomExpress,Late Delivery,3,Bisleri Water Bottle 1L,1L,113,5,565,0.28,Credit Card,Failed,3.9,15808
ORD12047,1265,Rachita Golla,Female,31,Wholesale,abdulkrishnamurthy@example.net,6079687823,Amravati,Telangana,15-03-2025,22-03-2025,Pending,Ekart,,3,Bisleri Water Bottle 1L,1L,113,15,1695,0.29,UPI,Failed,2.8,4699
ORD12048,6389,Zaid Dass,Male,36,Wholesale,advaykaur@example.net,5775361644,Guntakal,Karnataka,09-03-2025,16-03-2025,Pending,XpressBees,,5,Bisleri Water Bottle 5L,5L,120,12,1440,0.17,Credit Card,Failed,3.4,3318
ORD12049,7244,Kamala Suresh,Male,48,Retail,agastyaahuja@example.org,9468018890,Shivpuri,Gujarat,01-12-2024,11-12-2024,Returned,Delhivery,Damaged Product,3,Bisleri Water Bottle 1L,1L,113,15,1695,0.25,Cash on Delivery,Failed,1.8,12629
ORD12050,5185,Anamika Bassi,Other,59,Wholesale,viraj34@example.com,9.13799E+11,Shahjahanpur,West Bengal,19-08-2024,21-08-2024,Pending,XpressBees,,5,Bisleri Water Bottle 5L,5L,120,5,600,0.15,Net Banking,Failed,2.5,6728
ORD12051,3844,Ishani Verma,Other,58,Wholesale,siya69@example.org,5860066829,Machilipatnam,Delhi,17-06-2025,22-06-2025,Returned,EcomExpress,Other,4,Bisleri Water Bottle 2L,2L,29,8,232,0.2,Credit Card,Paid,3.2,16643
ORD12052,1289,Abdul Chauhan,Male,25,Retail,sarnadiya@example.net,5584815707,Bokaro,Gujarat,09-12-2024,18-12-2024,Delivered,Delhivery,,1,Bisleri Water Bottle 250ml,250ml,138,18,2484,0.23,Cash on Delivery,Failed,3.6,10497
ORD12053,7934,Hardik Nadkarni,Other,37,Online,tankpeter@example.org,7917002049,Etawah,Telangana,22-01-2025,24-01-2025,Delivered,Ekart,,3,Bisleri Water Bottle 1L,1L,113,17,1921,0.2,Debit Card,Paid,3.3,20313
ORD12054,4299,Yoshita Shere,Female,28,Wholesale,girikbobal@example.net,2993315578,Panchkula,Uttar Pradesh,23-05-2025,02-06-2025,Delivered,EcomExpress,,2,Bisleri Water Bottle 500ml,500ml,26,8,208,0.06,Credit Card,Pending,4.6,13686
ORD12055,1284,Harish Vasa,Male,39,Online,ramanjonathan@example.net,6914131167,Bhilwara,Gujarat,12-10-2024,20-10-2024,Pending,Ekart,,2,Bisleri Water Bottle 500ml,500ml,26,9,234,0.07,Cash on Delivery,Failed,4.9,6489
ORD12056,2545,Omaja Ghose,Female,37,Wholesale,netra64@example.com,8436268719,Hindupur,West Bengal,04-05-2025,14-05-2025,Delivered,EcomExpress,,2,Bisleri Water Bottle 500ml,500ml,26,13,338,0.07,Cash on Delivery,Failed,2.6,9663
ORD12057,8403,Priya Bhalla,Female,38,Retail,drao@example.net,9.1343E+11,Ozhukarai,Maharashtra,11-11-2024,21-11-2024,Pending,Ekart,,1,Bisleri Water Bottle 250ml,250ml,138,6,828,0.26,Credit Card,Pending,3.5,3577
ORD12058,4084,Theodore Palla,Male,57,Retail,xnarain@example.net,9.16637E+11,Phusro,Karnataka,26-05-2025,27-05-2025,Returned,XpressBees,Customer Cancelled,2,Bisleri Water Bottle 500ml,500ml,26,8,208,0.29,UPI,Paid,4.3,6529
ORD12059,2317,Lila Saini,Other,65,Retail,tkaran@example.com,8995496643,Jalandhar,Telangana,19-05-2025,22-05-2025,Delivered,Ekart,,3,Bisleri Water Bottle 1L,1L,113,13,1469,0.1,UPI,Paid,1.8,9290
ORD12060,7204,Kai Dave,Male,35,Wholesale,brinda89@example.com,7569074538,Muzaffarpur,Karnataka,24-07-2025,02-08-2025,Returned,XpressBees,Late Delivery,4,Bisleri Water Bottle 2L,2L,29,18,522,0.13,Debit Card,Failed,3.7,20470
ORD12061,8257,Riya Nagarajan,Male,45,Online,neelimagulati@example.com,1637815258,Allahabad,Uttar Pradesh,26-02-2025,01-03-2025,Returned,BlueDart,Damaged Product,5,Bisleri Water Bottle 5L,5L,120,4,480,0.27,Net Banking,Failed,4.5,10531
ORD12062,7635,Ayushman Tripathi,Male,59,Retail,sborah@example.com,5734001230,Medininagar,Madhya Pradesh,05-09-2024,07-09-2024,Delivered,XpressBees,,4,Bisleri Water Bottle 2L,2L,29,12,348,0.27,Credit Card,Paid,1.2,5820
ORD12063,5116,Januja Gopal,Other,41,Retail,aashikota@example.org,2301650399,Salem,Delhi,11-05-2025,20-05-2025,Delivered,Ekart,,5,Bisleri Water Bottle 5L,5L,120,7,840,0.06,Debit Card,Failed,2.6,6073
ORD12064,5207,Vamakshi Sethi,Male,42,Wholesale,krishnanumang@example.net,575267370,Srikakulam,Tamil Nadu,21-08-2024,22-08-2024,Delivered,Delhivery,,2,Bisleri Water Bottle 500ml,500ml,26,5,130,0.02,Debit Card,Pending,2.5,10010
ORD12065,5933,Nachiket Karpe,Male,19,Online,yaminicherian@example.org,4984739981,Bilaspur,Karnataka,08-12-2024,12-12-2024,Returned,Ekart,Late Delivery,2,Bisleri Water Bottle 500ml,500ml,26,13,338,0.3,Net Banking,Pending,1.6,1605
ORD12066,5714,Viraj De,Female,29,Online,dhaliwalsamar@example.net,6680955751,Agra,Maharashtra,18-09-2024,27-09-2024,Returned,Ekart,Other,4,Bisleri Water Bottle 2L,2L,29,8,232,0.13,Net Banking,Paid,3.4,7280
ORD12067,3108,Ayaan Bala,Male,32,Retail,urvashi32@example.com,9.18355E+11,Muzaffarnagar,Madhya Pradesh,02-06-2025,10-06-2025,Pending,EcomExpress,,1,Bisleri Water Bottle 250ml,250ml,138,10,1380,0.16,Net Banking,Pending,4.2,13206
ORD12068,9921,Balvan Rajagopalan,Other,53,Wholesale,deshpanderachana@example.net,2791067240,Bhubaneswar,Tamil Nadu,18-08-2024,27-08-2024,Delivered,Ekart,,1,Bisleri Water Bottle 250ml,250ml,138,9,1242,0.14,UPI,Pending,4,14243
ORD12069,1402,Yahvi Pal,Female,18,Online,hdua@example.com,9.16868E+11,Ranchi,Rajasthan,17-12-2024,25-12-2024,Pending,EcomExpress,,3,Bisleri Water Bottle 1L,1L,113,19,2147,0.06,UPI,Failed,3.4,7774
ORD12070,7472,Adweta Yadav,Female,31,Online,ykant@example.com,3426047042,Mau,Rajasthan,23-08-2024,25-08-2024,Delivered,Ekart,,2,Bisleri Water Bottle 500ml,500ml,26,8,208,0.17,Cash on Delivery,Pending,1.4,15293
ORD12071,9898,Gaurav Singh,Male,47,Online,zjha@example.org,8213095904,Guwahati,Karnataka,05-10-2024,10-10-2024,Returned,EcomExpress,Late Delivery,4,Bisleri Water Bottle 2L,2L,29,9,261,0.09,Credit Card,Pending,4.8,8465
ORD12072,7596,Gautami Chokshi,Female,65,Wholesale,raghav39@example.net,7218618828,Ambattur,Madhya Pradesh,21-02-2025,01-03-2025,Delivered,BlueDart,,5,Bisleri Water Bottle 5L,5L,120,12,1440,0.07,UPI,Paid,3.8,15633
ORD12073,7464,Brijesh Sarraf,Other,50,Online,rakshaloke@example.org,9.1717E+11,Durgapur,Rajasthan,30-12-2024,05-01-2025,Delivered,EcomExpress,,4,Bisleri Water Bottle 2L,2L,29,12,348,0.13,Net Banking,Pending,3,19927
ORD12074,7479,Vidhi Dixit,Female,49,Wholesale,lhegde@example.net,9.10833E+11,Khammam,Delhi,27-09-2024,29-09-2024,Delivered,Ekart,,3,Bisleri Water Bottle 1L,1L,113,13,1469,0.22,Cash on Delivery,Failed,2.7,3480
ORD12075,8163,Charvi Gupta,Female,37,Wholesale,htara@example.org,3885708359,Ambarnath,Karnataka,15-04-2025,19-04-2025,Pending,BlueDart,,5,Bisleri Water Bottle 5L,5L,120,3,360,0.3,Cash on Delivery,Failed,2.9,3475
ORD12076,5957,Alka Thakur,Female,50,Retail,divya08@example.org,3923629640,Gandhidham,Gujarat,19-12-2024,25-12-2024,Returned,EcomExpress,Damaged Product,4,Bisleri Water Bottle 2L,2L,29,20,580,0.04,Credit Card,Paid,1.4,6424
ORD12077,8270,Faras Anne,Male,36,Online,regeaahana@example.net,9.13341E+11,Thoothukudi,Maharashtra,25-04-2025,04-05-2025,Pending,EcomExpress,,2,Bisleri Water Bottle 500ml,500ml,26,1,26,0.26,UPI,Failed,1.4,17338
ORD12078,3949,Balvan Zachariah,Female,36,Online,ayaanbir@example.org,9.17482E+11,Gandhidham,Uttar Pradesh,12-05-2025,19-05-2025,Delivered,EcomExpress,,3,Bisleri Water Bottle 1L,1L,113,10,1130,0.02,Debit Card,Pending,1.2,5400
ORD12079,9795,Yamini Bera,Other,48,Retail,ughosh@example.com,3619083305,Anantapur,Maharashtra,05-10-2024,10-10-2024,Delivered,XpressBees,,2,Bisleri Water Bottle 500ml,500ml,26,20,520,0.25,Cash on Delivery,Pending,2.4,14248
ORD12080,7073,Urishilla Chakrabarti,Other,34,Retail,manan02@example.net,9.12218E+11,Mehsana,Tamil Nadu,27-10-2024,02-11-2024,Returned,XpressBees,Customer Cancelled,3,Bisleri Water Bottle 1L,1L,113,18,2034,0.18,Debit Card,Paid,1.8,11379
ORD12081,9770,Lipika Deo,Other,58,Wholesale,zaidkarnik@example.org,9132512225,Malegaon,Gujarat,07-07-2025,14-07-2025,Delivered,EcomExpress,,3,Bisleri Water Bottle 1L,1L,113,2,226,0.07,Debit Card,Pending,3.2,1050
ORD12082,1869,Om Borah,Male,39,Retail,taramahal@example.net,9.19992E+11,Bhilwara,Telangana,13-04-2025,14-04-2025,Pending,Ekart,,2,Bisleri Water Bottle 500ml,500ml,26,16,416,0.06,Debit Card,Paid,1.2,4428
ORD12083,9532,Omya Prashad,Male,58,Wholesale,vaidyalopa@example.com,9.18219E+11,Ambarnath,Karnataka,22-09-2024,25-09-2024,Returned,BlueDart,Late Delivery,5,Bisleri Water Bottle 5L,5L,120,12,1440,0.03,UPI,Pending,1.8,18689
ORD12084,7744,Ganga Bala,Other,23,Online,kalamohammed@example.net,9.14592E+11,Chapra,Karnataka,10-07-2025,17-07-2025,Pending,XpressBees,,3,Bisleri Water Bottle 1L,1L,113,14,1582,0.29,Debit Card,Pending,2.5,15295
ORD12085,3266,Ranveer Sandal,Female,41,Wholesale,yashvi89@example.org,9684913378,Tirupati,West Bengal,17-06-2025,20-06-2025,Delivered,Delhivery,,1,Bisleri Water Bottle 250ml,250ml,138,17,2346,0.02,Debit Card,Failed,1.2,4449
ORD12086,3371,Bahadurjit Nagar,Other,58,Retail,shivanisrivastava@example.com,9757373955,Kochi,Maharashtra,04-02-2025,09-02-2025,Returned,Ekart,Damaged Product,2,Bisleri Water Bottle 500ml,500ml,26,19,494,0.07,Credit Card,Failed,4.1,10880
ORD12087,3798,Charvi Vora,Female,64,Wholesale,fvala@example.org,2376689248,Ulhasnagar,Karnataka,15-05-2025,18-05-2025,Pending,XpressBees,,4,Bisleri Water Bottle 2L,2L,29,8,232,0.28,Cash on Delivery,Pending,2.3,12556
ORD12088,2614,Yatin Balasubramanian,Female,43,Retail,amrita46@example.org,5241544649,Raiganj,Delhi,05-09-2024,13-09-2024,Returned,BlueDart,Damaged Product,4,Bisleri Water Bottle 2L,2L,29,5,145,0.21,Credit Card,Paid,2.4,3157
ORD12089,8672,Anjali Bose,Female,26,Online,ydevan@example.net,9.1713E+11,Akola,Maharashtra,08-01-2025,14-01-2025,Delivered,EcomExpress,,3,Bisleri Water Bottle 1L,1L,113,2,226,0.01,Net Banking,Pending,3.7,15607
ORD12090,7593,Zashil Jaggi,Other,19,Online,golaojas@example.org,9.14686E+11,Kakinada,West Bengal,19-05-2025,27-05-2025,Delivered,XpressBees,,3,Bisleri Water Bottle 1L,1L,113,8,904,0.24,Credit Card,Failed,4.4,10043
ORD12091,9572,Manbir Ahluwalia,Other,29,Online,triya67@example.org,9.12593E+11,Proddatur,West Bengal,20-11-2024,24-11-2024,Pending,EcomExpress,,4,Bisleri Water Bottle 2L,2L,29,19,551,0.08,Cash on Delivery,Paid,3.5,8460
ORD12092,3681,Garima Mani,Female,50,Online,pranavkamdar@example.com,6968798945,Jodhpur,West Bengal,24-10-2024,29-10-2024,Returned,Delhivery,Late Delivery,2,Bisleri Water Bottle 500ml,500ml,26,8,208,0.25,Cash on Delivery,Pending,4.5,16865
ORD12093,9283,Oviya Shankar,Other,54,Online,nidhivyas@example.com,9.10451E+11,Bellary,West Bengal,29-04-2025,06-05-2025,Pending,Ekart,,5,Bisleri Water Bottle 5L,5L,120,2,240,0.22,Net Banking,Paid,1.5,19578
ORD12094,4715,Daksh Natarajan,Male,21,Retail,gayathri31@example.net,9.16207E+11,Aurangabad,Delhi,08-05-2025,09-05-2025,Delivered,BlueDart,,3,Bisleri Water Bottle 1L,1L,113,10,1130,0.22,Cash on Delivery,Pending,4.4,17735
ORD12095,1392,Sara Halder,Female,60,Wholesale,jananilalla@example.org,9.16022E+11,Sri Ganganagar,Karnataka,02-10-2024,07-10-2024,Delivered,BlueDart,,1,Bisleri Water Bottle 250ml,250ml,138,13,1794,0.11,Cash on Delivery,Paid,4.4,11586
ORD12096,4364,Manya Walla,Other,33,Online,bhavyapandey@example.com,9.14956E+11,Patna,Karnataka,11-09-2024,17-09-2024,Pending,BlueDart,,3,Bisleri Water Bottle 1L,1L,113,17,1921,0.01,Debit Card,Pending,4.4,4766
